"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4289040";"";"None";"429.50";"0";"2.89";"21";"COc1cc(C)c(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"73.0";"nM";"7.14";"";"";"UO_0000065";"16.62";"0.32";"4.25";"6.15";"0";"CHEMBL4255097";"Inhibition of recombinant full length human ASK1 expressed in HEK293/AP1-Luc cells assessed as reduction in p38 phosphorylation after 18 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"73.0"
"CHEMBL4287097";"";"None";"415.48";"0";"2.59";"38";"COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"140.0";"nM";"6.85";"";"";"UO_0000065";"16.50";"0.32";"4.26";"5.90";"0";"CHEMBL4255097";"Inhibition of recombinant full length human ASK1 expressed in HEK293/AP1-Luc cells assessed as reduction in p38 phosphorylation after 18 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"140.0"
"CHEMBL4283739";"";"None";"430.49";"0";"2.14";"20";"COc1cc(C)c(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"0.1";"nM";"10.00";"";"";"UO_0000065";"23.23";"0.46";"7.86";"7.04";"0";"CHEMBL4255094";"Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"0.1"
"CHEMBL4643577";"";"None";"341.38";"0";"1.92";"8";"COc1nn(C)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"3.9";"nM";"8.41";"";"";"UO_0000065";"24.63";"0.46";"6.49";"8.43";"0";"CHEMBL4605628";"Inhibition of human ASK1 using myelin basic protein substrate preincubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"3.9"
"CHEMBL4640063";"";"None";"355.40";"0";"2.40";"12";"CCn1cc(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)c(OC)n1";"IC50";"'='";"22.0";"nM";"7.66";"";"";"UO_0000065";"21.55";"0.40";"5.26";"7.68";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"22.0"
"CHEMBL4634900";"";"None";"447.50";"0";"2.83";"19";"COc1nn(-c2cncc(N(C)C)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"17.16";"0.32";"4.85";"6.63";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"21.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"356.0";"nM";"6.45";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445465";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line HEK293/ABCC1, Vincristine treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCC1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446283";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"356.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1385.0";"nM";"5.86";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445410";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/pcDNA3.1, Cisplatin treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446287";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1385.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"96.0";"nM";"7.02";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445419";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-R2, Topotecan treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-R2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446293";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"96.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"423.0";"nM";"6.37";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445424";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-G2, Mitoxantrone treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-G2";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446291";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"423.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1681.0";"nM";"5.77";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445450";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC1-gene-transfected cell line KB-3-1, Cisplatin treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"KB 3-1";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL3307659";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1681.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"178.0";"nM";"6.75";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445368";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line NCI-H460/MX20, SN-38 treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"NCI-H460/MX20";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446281";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"178.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"1137.0";"nM";"5.94";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445481";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCC10-gene-transfected cell line HEK293/ABCC10, Cisplatin treatment, using 3 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCC10";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5483203";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"1137.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"421.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445392";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1-M1-80, SN-38 treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1-M1-80";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630712";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"421.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"2492.0";"nM";"5.60";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445393";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-substrate-selected resistant cell line S1-M1-80, Topotecan treatment, using 0 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"S1-M1-80";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL4630712";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"2492.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"EUB0000695a";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5445437";"Affinity Phenotypic Cellular interaction: (MTT assay (ABCG2-gene-transfected cell line HEK293/ABCG2-482-T7, Mitoxantrone treatment, using 10 uM Selonsertib)) EUB0000695a MAP3K5";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293/ABCG2-482-T7";"None";"Mode of action: Inhibitor | Protein family: Protein kinase | Recommended concentration = 100.0 nM";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL5444388";"65";"EUbOPEN Chemogenomic Library Literature Data";"";"2024";"CHEMBL5446292";"Affinity Phenotypic Cellular Source Knowledge: https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8132112/";"";"";"88.0"
"CHEMBL2349211";"";"None";"363.39";"0";"3.37";"31c";"O=C(O)CN1C(=O)/C(=C/c2ccc(-c3ccccc3F)o2)SC1=S";"IC50";"'='";"3000.0";"nM";"5.52";"";"";"UO_0000065";"15.20";"0.31";"2.15";"7.81";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"3.0"
"CHEMBL2348837";"";"None";"442.35";"1";"5.32";"18c";"O=C(O)CCCN1C(=O)/C(=C/c2ccc(-c3cc(Cl)ccc3Cl)o2)SC1=S";"IC50";"'='";"350.0";"nM";"6.46";"";"";"UO_0000065";"14.59";"0.33";"1.14";"9.12";"0";"CHEMBL2352238";"Inhibition of human ASK1 using MBP as substrate incubated for 10 mins prior to ATP addition measured after 20 mins by liquid scintillation counting analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2346522";"1";"Scientific Literature";"Eur J Med Chem";"2013";"None";"";"";"";"0.35"
"CHEMBL4514925";"";"None";"349.39";"0";"3.33";"11";"C[C@H]1CCCOc2ccccc2C(=O)Nc2cccc(n2)-c2nncn21";"IC50";"'='";"4.0";"nM";"8.40";"";"";"UO_0000065";"24.04";"0.44";"5.07";"10.25";"0";"CHEMBL4324209";"Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"4.0"
"CHEMBL4565615";"";"None";"349.39";"0";"3.15";"15";"C[C@H]1CCCn2cnnc2-c2cccc(n2)NC(=O)c2ccccc2O1";"IC50";"'='";"165.0";"nM";"6.78";"";"";"UO_0000065";"19.41";"0.36";"3.63";"8.28";"0";"CHEMBL4324209";"Inhibition of human ASK1 using myelin basic protein substrate pre-incubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4321844";"1";"Scientific Literature";"J Med Chem";"2019";"None";"";"";"";"165.0"
"CHEMBL4646085";"";"None";"353.39";"0";"2.06";"9";"C[C@H]1CCCOc2nn(C)cc2C(=O)Nc2cccc(n2)-c2nncn21";"IC50";"'='";"6.8";"nM";"8.17";"";"";"UO_0000065";"23.11";"0.43";"6.11";"8.19";"0";"CHEMBL4605628";"Inhibition of human ASK1 using myelin basic protein substrate preincubated for 20 mins before [33P]-ATP addition and measured after 2 hrs by filter-binding method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"None";"";"";"";"6.8"
"CHEMBL4642251";"";"None";"444.50";"0";"3.64";"18";"COc1nn(-c2cncc(C3CC3)c2)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"16.99";"0.31";"3.91";"6.71";"0";"CHEMBL4605627";"Inhibition of V5 tagged human ASK1 expressed in HEK293T cells assessed as reduction in T848 autophosphorylation incubated for 1 hr by MSD assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK-293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602708";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3706569";"";"";"";"28.0"
"CHEMBL3952214";"";"None";"319.37";"0";"3.08";"6";"CC(C)n1cnnc1-c1cccc(N2Cc3ccccc3C2=O)n1";"IC50";"'='";"12.59";"nM";"7.90";"";"";"UO_0000065";"24.74";"0.45";"4.82";"12.36";"0";"CHEMBL3879746";"Inhibition of recombinant human N-terminal GST-tagged ASK1 catalytic domain (654 to 971 residues) expressed in baculovirus infected sf21 cells using STK3 as substrate after 60 mins by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Sf21";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3877336";"1";"Scientific Literature";"ACS Med Chem Lett";"2017";"CHEMBL4106362";"";"";"";"7.9"
"CHEMBL4850048";"";"None";"439.40";"0";"2.57";"21";"COCCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1";"IC50";"'='";"2.0";"nM";"8.70";"";"";"UO_0000065";"19.80";"0.38";"6.13";"7.98";"0";"CHEMBL4845477";"Inhibition of ASK1 (unknown origin) using myelin basic protein as substrate preincubated for 20 mins followed by 33P-ATP addition and measured after 2 hrs";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 2.333 hr";"INHIBITOR";"";"2.0"
"CHEMBL3916717";"SELONSERTIB";"3.0";"445.50";"0";"4.68";"2; GS-4997";"Cc1cc(F)c(C(=O)Nc2cccc(-c3nncn3C(C)C)n2)cc1-n1cnc(C2CC2)c1";"IC50";"'='";"12.9";"nM";"7.89";"";"";"UO_0000065";"17.71";"0.33";"3.21";"8.72";"0";"CHEMBL4837908";"Inhibition of human full length recombinant ASK1 using STK-Substrate-3 biotin as substrate in presence of ATP measured after 2 hrs by HTRP kinase assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4837198";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"TIME = 2.0 hr";"INHIBITOR";"";"12.9"
"CHEMBL4287097";"";"None";"415.48";"0";"2.59";"38";"COc1ccc(S(C)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"19.98";"0.39";"5.71";"7.15";"0";"CHEMBL4255094";"Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"5.0"
"CHEMBL4286022";"";"None";"373.42";"0";"3.56";"27";"CC(C)n1cnnc1-c1cccc(NC(=O)c2cccc(-c3ncc[nH]3)c2)n1";"IC50";"'='";"170.0";"nM";"6.77";"";"";"UO_0000065";"18.13";"0.33";"3.21";"6.68";"0";"CHEMBL4255094";"Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"170.0"
"CHEMBL4850048";"";"None";"439.40";"0";"2.57";"21";"COCCn1cc(C(=O)Nc2cccc(-c3nncn3[C@@H](C)C(F)(F)F)n2)c(OC)n1";"IC50";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"17.81";"0.34";"5.25";"7.18";"0";"CHEMBL4845478";"Inhibition of full-length human ASK1 expressed in HEK293T cells assessed as reduction in autophosphorylation of ASK1 at T383 residue incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"15.0"
"CHEMBL4853505";"";"None";"406.37";"0";"3.43";"31";"COc1ncc(C)cc1C(=O)Nc1cccc(-c2nncn2[C@@H](C)C(F)(F)F)n1";"IC50";"'='";"51.0";"nM";"7.29";"";"";"UO_0000065";"17.95";"0.34";"3.86";"7.69";"0";"CHEMBL4845478";"Inhibition of full-length human ASK1 expressed in HEK293T cells assessed as reduction in autophosphorylation of ASK1 at T383 residue incubated for 1 hr";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293T";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4842388";"1";"Scientific Literature";"J Med Chem";"2021";"None";"TIME = 1.0 hr";"INHIBITOR";"";"51.0"
"CHEMBL4278211";"";"None";"416.46";"0";"1.83";"18";"COc1ccc(S(N)(=O)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"1.5";"nM";"8.82";"";"";"UO_0000065";"21.19";"0.42";"6.99";"6.21";"0";"CHEMBL4255094";"Inhibition of recombinant full length human GST-tagged ASK1 expressed in baculovirus expression system using STK3 peptide substrate preincubated for 15 mins followed by substrate addition measured after 90 mins in presence of 1 mM ATP by HTRF assay";"B";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"1.5"
"CHEMBL4282644";"";"None";"380.41";"0";"2.28";"36";"COc1ccc(C(N)=O)cc1C(=O)Nc1cccc(-c2nncn2C(C)C)n1";"IC50";"'='";"94.0";"nM";"7.03";"";"";"UO_0000065";"18.47";"0.34";"4.75";"5.62";"0";"CHEMBL4255097";"Inhibition of recombinant full length human ASK1 expressed in HEK293/AP1-Luc cells assessed as reduction in p38 phosphorylation after 18 hrs by HTRF assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL5285";"Mitogen-activated protein kinase kinase kinase 5";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4251655";"1";"Scientific Literature";"Eur J Med Chem";"2018";"None";"";"";"";"94.0"
